year,month,month_conversion,shopee_region,english_product_category,partner_type,conversion_count,usd_sale_amount,usd_revenue,usd_payout,usd_avg_sale_per_conv,myr_avg_sale_per_conv,%_revenue_per_sale,%_payout_per_sale,%_payout_per_revenue
2023,10,2023-10-01,Shopee Singapore,Women Shoes,Content,98,1196.14,26.11,18.4,12,57,2.18,1.54,70.47
2023,10,2023-10-01,Shopee Thailand,Computers & Accessories,Coupons,68,3339.82,58.63,41.07,49,231,1.76,1.23,70.05
2023,10,2023-10-01,Shopee Indonesia,Gaming & Consoles,Others,7,238.8,1.47,1.02,34,161,0.62,0.43,69.39
2023,10,2023-10-01,Shopee Singapore,Gaming & Consoles,Social,16,296.15,7.89,5.51,19,87,2.66,1.86,69.84
2023,12,2023-12-01,Shopee Singapore,Books & Magazines,Coupons,60,927.32,33.99,23.82,15,73,3.67,2.57,70.08
2023,11,2023-11-01,Shopee Thailand,Mom & Baby,Paid Traffic,2312,11294.73,500.79,348.17,5,23,4.43,3.08,69.52
2023,12,2023-12-01,Shopee Singapore,Fashion Accessories,Paid Traffic,1941,10110.49,567.44,393.09,5,25,5.61,3.89,69.27
2023,12,2023-12-01,Shopee Singapore,Men Clothes,Rewards,122,960.97,60.69,46.27,8,37,6.32,4.81,76.24
2023,11,2023-11-01,Shopee Vietnam,Home Appliances,Rewards,1,31.24,0.31,0.28,31,147,0.99,0.9,90.32
2023,9,2023-09-01,Shopee Philippines,Motorcycles,Content,479,4162.48,48.98,40.51,9,41,1.18,0.97,82.71
2023,11,2023-11-01,Shopee Philippines,Others,Others,1,5.15,0.08,0.06,5,24,1.55,1.17,75
2023,9,2023-09-01,Shopee Thailand,Women Shoes,Rewards,868,6551.79,244.7,171.27,8,36,3.73,2.61,69.99
2023,9,2023-09-01,Shopee Vietnam,Motorcycles,Others,40,237.35,2.55,2.33,6,28,1.07,0.98,91.37
2023,11,2023-11-01,Shopee Taiwan,Men Bags,Sub-Network,499,8551.24,148.29,110.63,17,81,1.73,1.29,74.6
2023,11,2023-11-01,Shopee Indonesia,Gaming & Consoles,Content,141,2486.62,30.23,21.19,18,83,1.22,0.85,70.1
2023,12,2023-12-01,Shopee Taiwan,Baby & Kids Fashion,Others,58,266.34,0.12,0.08,5,22,0.05,0.03,66.67
2023,10,2023-10-01,Shopee Philippines,Others,Others,1,5.44,0.04,0.03,5,26,0.74,0.55,75
2023,10,2023-10-01,Shopee Singapore,Automobiles,Coupons,87,945.53,41.13,28.8,11,51,4.35,3.05,70.02
2023,10,2023-10-01,Shopee Vietnam,Books & Magazines,Content,67,231.43,3.56,3.19,3,16,1.54,1.38,89.61
2023,12,2023-12-01,Shopee Malaysia,Watches,Social,434,5450.03,223.94,157.35,13,59,4.11,2.89,70.26
2023,12,2023-12-01,Shopee Malaysia,Mobile & Gadgets,Sub-Network,9483,97840.95,2265.95,1584.19,10,49,2.32,1.62,69.91
2023,10,2023-10-01,Shopee Singapore,Women Bags,Comparison,4,25.5,1.21,0.86,6,30,4.75,3.37,71.07
2023,12,2023-12-01,Shopee Thailand,Home & Living,Sub-Network,5839,30300.89,541.7,401.58,5,24,1.79,1.33,74.13
2023,11,2023-11-01,Shopee Singapore,Books & Magazines,Others,8,108.08,6.65,4.67,14,64,6.15,4.32,70.23
2023,11,2023-11-01,Shopee Taiwan,Health,Rewards,2,26.82,0,0,13,63,0,0,0
2023,10,2023-10-01,Shopee Taiwan,Mobile & Gadgets,Others,202,3095.29,47.51,33.21,15,72,1.53,1.07,69.9
2023,11,2023-11-01,Shopee Vietnam,Audio,Social,5,305.64,5.62,5.06,61,288,1.84,1.66,90.04
2023,12,2023-12-01,Shopee Taiwan,Automobiles,Rewards,5,46.89,0,0,9,44,0,0,0
2023,12,2023-12-01,Shopee Vietnam,"Tickets, Vouchers & Services",Comparison,3,11.76,0,0,4,18,0,0,0
2023,11,2023-11-01,Shopee Indonesia,Motorcycles,Paid Traffic,36544,228931.82,4732.96,3307,6,30,2.07,1.44,69.87
2023,10,2023-10-01,Shopee Thailand,Mom & Baby,Social,195,1072.17,28.96,20.39,5,26,2.7,1.9,70.41
2023,11,2023-11-01,Shopee Malaysia,Women Shoes,Social,2029,11634.65,622.39,440.19,6,27,5.35,3.78,70.73
2023,10,2023-10-01,Shopee Malaysia,Watches,Paid Traffic,983,9497.35,371.43,260.18,10,46,3.91,2.74,70.05
2023,10,2023-10-01,Shopee Thailand,Fashion Accessories,Rewards,6446,141902.55,2015.21,1410.16,22,104,1.42,0.99,69.98
2023,10,2023-10-01,Shopee Thailand,Pets,Others,45,373.58,5.65,3.94,8,39,1.51,1.05,69.73
2023,11,2023-11-01,Shopee Singapore,Travel & Luggage,Rewards,58,572.47,23.46,17.23,10,46,4.1,3.01,73.44
2023,10,2023-10-01,Shopee Singapore,Food & Beverage,Rewards,397,7501.33,175.79,123.02,19,89,2.34,1.64,69.98
2023,11,2023-11-01,Shopee Taiwan,Watches,Comparison,67,1125.12,5.93,4.15,17,79,0.53,0.37,69.98
2023,10,2023-10-01,Shopee Indonesia,Fashion Accessories,Comparison,153,501.19,13.31,9.22,3,15,2.66,1.84,69.27
2023,11,2023-11-01,Shopee Vietnam,Women Bags,Coupons,12,39.93,0.9,0.81,3,16,2.25,2.03,90
2023,9,2023-09-01,Shopee Indonesia,Hobbies & Collections,Rewards,1601,11556.84,387.94,271.47,7,34,3.36,2.35,69.98
2023,9,2023-09-01,Shopee Thailand,Audio,Coupons,49,1464.27,46.73,32.69,30,141,3.19,2.23,69.96
2023,12,2023-12-01,Shopee Thailand,Cameras & Drones,Sub-Network,174,3543.23,46.55,33.99,20,96,1.31,0.96,73.02
2023,12,2023-12-01,Shopee Vietnam,Women Clothes,Paid Traffic,19880,82214.34,2692.94,1991.95,4,19,3.28,2.42,73.97
2023,10,2023-10-01,Shopee Malaysia,Home Appliances,Paid Traffic,4989,92480.79,2826.81,1979.61,19,87,3.06,2.14,70.03
2023,10,2023-10-01,Shopee Thailand,Stationery,Others,63,113.31,2.2,1.54,2,8,1.94,1.36,70
2023,9,2023-09-01,Shopee Singapore,Women Bags,Paid Traffic,327,2971.5,134.62,94.31,9,43,4.53,3.17,70.06
2023,11,2023-11-01,Shopee Malaysia,Computers & Accessories,Paid Traffic,7656,104397.95,2082,1454.8,14,64,1.99,1.39,69.88
2023,9,2023-09-01,Shopee Taiwan,Gaming & Consoles,Sub-Network,917,21429.22,142.27,99.92,23,110,0.66,0.47,70.23
2023,12,2023-12-01,Shopee Taiwan,Home Appliances,Paid Traffic,7177,188983.78,1471.14,1017.33,26,124,0.78,0.54,69.15
2023,12,2023-12-01,Shopee Thailand,Food & Beverage,Content,1435,8468.13,346.37,283,6,28,4.09,3.34,81.7
2023,9,2023-09-01,Shopee Thailand,Watches,Sub-Network,90,1471.04,19.58,14.06,16,77,1.33,0.96,71.81
2023,12,2023-12-01,Shopee Singapore,Mobile & Gadgets,Rewards,858,40639.83,587.42,453.44,47,223,1.45,1.12,77.19
2023,9,2023-09-01,Shopee Indonesia,Beauty,Sub-Network,66943,210519.2,8420.5,5897.64,3,15,4,2.8,70.04
2023,9,2023-09-01,Shopee Indonesia,Home Appliances,Coupons,95,1164.41,21.13,14.74,12,58,1.81,1.27,69.76
2023,11,2023-11-01,Shopee Philippines,"Tickets, Vouchers & Services",Coupons,184,2371.48,11.01,8.75,13,61,0.46,0.37,79.47
2023,12,2023-12-01,Shopee Thailand,Books & Magazines,Comparison,22,73.5,1.72,1.2,3,16,2.34,1.63,69.77
2023,12,2023-12-01,Shopee Vietnam,Men Clothes,Coupons,48,284.31,8.34,7.54,6,28,2.93,2.65,90.41
2023,9,2023-09-01,Shopee Thailand,Muslim Fashion,Sub-Network,13,40.58,2.1,1.48,3,15,5.17,3.65,70.48
2023,10,2023-10-01,Shopee Singapore,"Tickets, Vouchers & Services",Paid Traffic,233,3215.96,8.2,5.76,14,65,0.25,0.18,70.24
2023,11,2023-11-01,Shopee Indonesia,Cameras & Drones,Others,20,226.21,3.96,2.75,11,53,1.75,1.22,69.44
2023,9,2023-09-01,Shopee Malaysia,Health,Coupons,709,8607.14,193.65,135.76,12,57,2.25,1.58,70.11
2023,12,2023-12-01,Shopee Singapore,Beauty,Coupons,970,13686.81,534.57,374.62,14,66,3.91,2.74,70.08
2023,10,2023-10-01,Shopee Indonesia,Computers & Accessories,Paid Traffic,8526,112274.47,1802.87,1261.34,13,62,1.61,1.12,69.96
2023,10,2023-10-01,Shopee Singapore,Home Appliances,Paid Traffic,767,54139.19,1621.45,1128.78,71,332,2.99,2.08,69.62
2023,10,2023-10-01,Shopee Philippines,Gaming & Consoles,Social,343,7333.45,93.06,74.51,21,101,1.27,1.02,80.07
2023,10,2023-10-01,Shopee Taiwan,Men Clothes,Paid Traffic,6000,65055.75,913.95,644.05,11,51,1.4,0.99,70.47
2023,12,2023-12-01,Shopee Indonesia,Home Appliances,Comparison,26,338.25,4.93,3.42,13,61,1.46,1.01,69.37
2023,11,2023-11-01,Shopee Indonesia,Home Appliances,Content,2354,38011.02,762.39,533.79,16,76,2.01,1.4,70.02
2023,12,2023-12-01,Shopee Malaysia,Automobiles,Social,4411,43119.73,1282.07,905.44,10,46,2.97,2.1,70.62
2023,12,2023-12-01,Shopee Philippines,Motorcycles,Paid Traffic,4883,32983.74,346.99,264.01,7,32,1.05,0.8,76.09
2023,10,2023-10-01,Shopee Thailand,Stationery,Comparison,85,315.67,7.28,5.05,4,17,2.31,1.6,69.37
2023,10,2023-10-01,Shopee Philippines,Cameras & Drones,Comparison,7,1142.98,8.4,6.7,163,769,0.73,0.59,79.76
2023,12,2023-12-01,Shopee Taiwan,Audio,Others,27,526.34,4.31,3.02,19,92,0.82,0.57,70.07
2023,11,2023-11-01,Shopee Thailand,Mom & Baby,Others,43,406.82,24.79,17.34,9,45,6.09,4.26,69.95
2023,11,2023-11-01,Shopee Taiwan,Men Bags,Comparison,88,2591.25,42.25,29.59,29,139,1.63,1.14,70.04
2023,9,2023-09-01,Shopee Thailand,Women Clothes,Coupons,313,1115.67,42.26,29.69,4,17,3.79,2.66,70.26
2023,12,2023-12-01,Shopee Malaysia,Sports & Outdoors,Coupons,480,3760.05,110.4,77.31,8,37,2.94,2.06,70.03
2023,11,2023-11-01,Shopee Vietnam,Motorcycles,Paid Traffic,5037,22301.04,502,359.41,4,21,2.25,1.61,71.6
2023,12,2023-12-01,Shopee Philippines,Mom & Baby,Rewards,3882,26899.66,255.27,204.64,7,33,0.95,0.76,80.17
2023,11,2023-11-01,Shopee Thailand,Hobbies & Collections,Paid Traffic,1263,10024.6,281.55,192.91,8,37,2.81,1.92,68.52
2023,12,2023-12-01,Shopee Malaysia,Beauty,Paid Traffic,19453,118261.08,6308.43,4416.04,6,29,5.33,3.73,70
2023,10,2023-10-01,Shopee Philippines,Women Bags,Others,55,154.86,4.93,3.92,3,13,3.18,2.53,79.51
2023,9,2023-09-01,Shopee Thailand,Pets,Rewards,3935,23995.16,617.02,431.69,6,29,2.57,1.8,69.96
2023,12,2023-12-01,Shopee Malaysia,Stationery,Comparison,572,2041.7,76.9,56.22,4,17,3.77,2.75,73.11
2023,12,2023-12-01,Shopee Indonesia,Women Bags,Coupons,43,133.81,3.08,2.13,3,15,2.3,1.59,69.16
2023,11,2023-11-01,Shopee Taiwan,Mom & Baby,Sub-Network,5968,57401.24,924.46,660.39,10,45,1.61,1.15,71.44
2023,10,2023-10-01,Shopee Malaysia,Audio,Coupons,106,1751.13,64.01,44.84,17,78,3.66,2.56,70.05
2023,10,2023-10-01,Shopee Philippines,Men Bags,Social,800,6259.64,139.69,111.5,8,37,2.23,1.78,79.82
2023,11,2023-11-01,Shopee Malaysia,Mom & Baby,Coupons,711,4668.31,225.72,158.27,7,31,4.84,3.39,70.12
2023,9,2023-09-01,Shopee Singapore,Women Clothes,Rewards,44,190.58,8.48,5.98,4,20,4.45,3.14,70.52
2023,10,2023-10-01,Shopee Malaysia,Men Clothes,Social,3150,14752.69,560.91,400.83,5,22,3.8,2.72,71.46
2023,10,2023-10-01,Shopee Thailand,Pets,Paid Traffic,2915,16733.51,413.75,289,6,27,2.47,1.73,69.85
2023,12,2023-12-01,Shopee Singapore,Beauty,Comparison,87,1317.58,88.3,61.85,15,71,6.7,4.69,70.05
2023,11,2023-11-01,Shopee Thailand,Books & Magazines,Comparison,38,152.57,7.06,4.95,4,19,4.63,3.24,70.11
2023,9,2023-09-01,Shopee Thailand,Automobiles,Others,12,254.68,6.23,4.33,21,100,2.45,1.7,69.5
2023,10,2023-10-01,Shopee Malaysia,Beauty,Social,14864,93860.92,3546.76,2558.73,6,30,3.78,2.73,72.14
2023,11,2023-11-01,Shopee Singapore,Baby & Kids Fashion,Social,53,356.04,21.14,14.78,7,32,5.94,4.15,69.91
2023,9,2023-09-01,Shopee Singapore,Watches,Others,9,76.19,3.33,2.36,8,40,4.37,3.1,70.87
2023,11,2023-11-01,Shopee Philippines,Hobbies & Collections,Coupons,959,4873.86,61.98,49.35,5,24,1.27,1.01,79.62
2023,11,2023-11-01,Shopee Indonesia,Men Clothes,Content,3086,16437.98,423.97,296.63,5,25,2.58,1.8,69.96
2023,10,2023-10-01,Shopee Thailand,Cameras & Drones,Others,10,132.93,3.83,2.67,13,63,2.88,2.01,69.71
2023,10,2023-10-01,Shopee Vietnam,Pets,Sub-Network,38352,120752.9,1645.26,1482.45,3,15,1.36,1.23,90.1
2023,10,2023-10-01,Shopee Thailand,Audio,Paid Traffic,871,11950.72,379.55,265.04,14,65,3.18,2.22,69.83
2023,10,2023-10-01,Shopee Indonesia,Health,Rewards,5937,47817.51,2226.14,1558.04,8,38,4.66,3.26,69.99
2023,11,2023-11-01,Shopee Vietnam,Baby & Kids Fashion,Paid Traffic,6379,21472.13,554.89,416.61,3,16,2.58,1.94,75.08
2023,9,2023-09-01,Shopee Thailand,Cameras & Drones,Comparison,4,208.92,2.71,1.9,52,246,1.3,0.91,70.11
2023,9,2023-09-01,Shopee Philippines,Sports & Outdoors,Social,5651,32754.46,837.45,669.64,6,27,2.56,2.04,79.96
2023,10,2023-10-01,Shopee Thailand,Others,Content,1,4.41,0.09,0.06,4,21,2.04,1.36,66.67
2023,10,2023-10-01,Shopee Taiwan,Men Bags,Coupons,6,273.34,2.81,1.97,46,215,1.03,0.72,70.11
2023,11,2023-11-01,Shopee Philippines,Cameras & Drones,Social,741,11445.73,155.22,124.05,15,73,1.36,1.08,79.92
2023,9,2023-09-01,Shopee Malaysia,Beauty,Social,11215,67306.63,2166.72,1528.49,6,28,3.22,2.27,70.54
2023,11,2023-11-01,Shopee Malaysia,Pets,Comparison,343,3022.06,118.24,86,9,41,3.91,2.85,72.73
2023,10,2023-10-01,Shopee Thailand,Watches,Comparison,10,116.71,4.8,3.39,12,55,4.11,2.9,70.63
2023,9,2023-09-01,Shopee Malaysia,Books & Magazines,Content,595,2488.88,73.8,51.48,4,20,2.97,2.07,69.76
2023,9,2023-09-01,Shopee Malaysia,Audio,Sub-Network,989,11575.01,306.14,214.11,12,55,2.64,1.85,69.94
2023,12,2023-12-01,Shopee Singapore,Watches,Rewards,24,262.39,10.86,8.58,11,51,4.14,3.27,79.01
2023,9,2023-09-01,Shopee Malaysia,Women Shoes,Social,1501,9285.08,518.48,365.74,6,29,5.58,3.94,70.54
2023,12,2023-12-01,Shopee Philippines,Pets,Coupons,865,4255.91,42.7,33.96,5,23,1,0.8,79.53
2023,11,2023-11-01,Shopee Taiwan,Pets,Content,1085,10012.09,15.05,10.57,9,43,0.15,0.11,70.23
2023,11,2023-11-01,Shopee Philippines,Beauty,Social,22561,93293.93,2684.67,2146.15,4,19,2.88,2.3,79.94
2023,10,2023-10-01,Shopee Vietnam,Mobile & Gadgets,Comparison,796,4189.21,57.63,51.87,5,25,1.38,1.24,90.01
2023,11,2023-11-01,Shopee Taiwan,Books & Magazines,Others,43,278.97,2.96,2.06,6,31,1.06,0.74,69.59
2023,9,2023-09-01,Shopee Thailand,Others,Social,14,753.94,48.9,34.23,54,254,6.49,4.54,70
2023,12,2023-12-01,Shopee Taiwan,Stationery,Coupons,56,244.69,0,0,4,21,0,0,0
2023,12,2023-12-01,Shopee Thailand,Audio,Others,12,281.33,3.74,2.61,23,110,1.33,0.93,69.79
2023,9,2023-09-01,Shopee Taiwan,Books & Magazines,Sub-Network,4339,40952.01,151.6,107.05,9,44,0.37,0.26,70.61
2023,10,2023-10-01,Shopee Vietnam,Beauty,Content,626,3888.35,120.65,108.51,6,29,3.1,2.79,89.94
2023,12,2023-12-01,Shopee Singapore,Pets,Paid Traffic,1194,21052.32,800.62,557.17,18,83,3.8,2.65,69.59
2023,12,2023-12-01,Shopee Singapore,"Tickets, Vouchers & Services",Others,4,91.32,0,0,23,108,0,0,0
2023,11,2023-11-01,Shopee Philippines,Men Shoes,Sub-Network,2268,15402.21,365.33,293.64,7,32,2.37,1.91,80.38
2023,10,2023-10-01,Shopee Singapore,Women Shoes,Sub-Network,284,2511.95,89.15,63.08,9,42,3.55,2.51,70.76
2023,10,2023-10-01,Shopee Thailand,Men Clothes,Paid Traffic,2373,11404.52,525.74,367.45,5,23,4.61,3.22,69.89
2023,12,2023-12-01,Shopee Indonesia,Muslim Fashion,Paid Traffic,16844,65717.6,1364.99,950.99,4,18,2.08,1.45,69.67
2023,11,2023-11-01,Shopee Thailand,Others,Content,18,2472.66,66.58,46.61,137,647,2.69,1.89,70.01
2023,10,2023-10-01,Shopee Singapore,Books & Magazines,Content,36,478.65,14.96,10.45,13,63,3.13,2.18,69.85
2023,10,2023-10-01,Shopee Philippines,Watches,Sub-Network,601,3416.22,86.42,66.75,6,27,2.53,1.95,77.24
2023,9,2023-09-01,Shopee Singapore,Beauty,Rewards,211,3513.85,153.95,107.97,17,78,4.38,3.07,70.13
2023,9,2023-09-01,Shopee Taiwan,Men Shoes,Paid Traffic,1293,15036.37,112.16,76.73,12,55,0.75,0.51,68.41
2023,11,2023-11-01,Shopee Thailand,Baby & Kids Fashion,Content,328,1248.7,29.61,23.11,4,18,2.37,1.85,78.05
2023,10,2023-10-01,Shopee Malaysia,Hobbies & Collections,Others,65,272.2,10.88,7.65,4,20,4,2.81,70.31
2023,12,2023-12-01,Shopee Thailand,Women Clothes,Social,676,2879.46,87.4,61.17,4,20,3.04,2.12,69.99
2023,12,2023-12-01,Shopee Philippines,Computers & Accessories,Others,92,1704.98,24.07,19.27,19,87,1.41,1.13,80.06
2023,10,2023-10-01,Shopee Taiwan,Pets,Sub-Network,10296,94715.33,499.47,355.91,9,43,0.53,0.38,71.26
2023,10,2023-10-01,Shopee Malaysia,Travel & Luggage,Comparison,130,393,18.02,13.27,3,14,4.59,3.38,73.64
2023,12,2023-12-01,Shopee Taiwan,Mobile & Gadgets,Coupons,87,1110.16,6.33,4.46,13,60,0.57,0.4,70.46
2023,12,2023-12-01,Shopee Philippines,Mobile & Gadgets,Sub-Network,9784,60766.37,403.91,330.25,6,29,0.66,0.54,81.76
2023,12,2023-12-01,Shopee Singapore,Stationery,Social,14,75.56,6.81,4.75,5,25,9.01,6.29,69.75
2023,10,2023-10-01,Shopee Taiwan,Health,Social,120,1302.63,11.3,7.91,11,51,0.87,0.61,70
2023,9,2023-09-01,Shopee Thailand,Automobiles,Paid Traffic,2454,20297.66,557.94,388.99,8,39,2.75,1.92,69.72
2023,10,2023-10-01,Shopee Indonesia,"Tickets, Vouchers & Services",Others,700,3920.7,65.31,45.73,6,26,1.67,1.17,70.02
2023,12,2023-12-01,Shopee Thailand,Men Shoes,Others,14,138.26,3.74,2.62,10,47,2.71,1.89,70.05
2023,11,2023-11-01,Shopee Philippines,Mobile & Gadgets,Rewards,4071,78497.91,667.75,534.26,19,91,0.85,0.68,80.01
2023,10,2023-10-01,Shopee Indonesia,Fashion Accessories,Content,3687,13295.65,292.55,204.31,4,17,2.2,1.54,69.84
2023,10,2023-10-01,Shopee Taiwan,Hobbies & Collections,Coupons,48,497.99,1.59,1.12,10,49,0.32,0.22,70.44
2023,12,2023-12-01,Shopee Philippines,Home Appliances,Comparison,158,2242.9,28.17,22.53,14,67,1.26,1,79.98
2023,12,2023-12-01,Shopee Philippines,Men Shoes,Coupons,432,3029.68,43.34,34.63,7,33,1.43,1.14,79.9
2023,9,2023-09-01,Shopee Thailand,Gaming & Consoles,Social,20,406.77,18.79,13.16,20,96,4.62,3.24,70.04
2023,10,2023-10-01,Shopee Taiwan,Watches,Comparison,37,1846.79,7.49,5.26,50,235,0.41,0.28,70.23
2023,9,2023-09-01,Shopee Taiwan,Sports & Outdoors,Social,17,222.36,0,0,13,62,0,0,0
2023,11,2023-11-01,Shopee Thailand,Home Appliances,Content,1002,38874.61,1043.56,796.97,39,183,2.68,2.05,76.37
2023,12,2023-12-01,Shopee Singapore,Watches,Comparison,5,245.38,2.03,1.43,49,231,0.83,0.58,70.44
2023,9,2023-09-01,Shopee Singapore,Others,Paid Traffic,6,114.45,4.13,2.87,19,90,3.61,2.51,69.49
2023,10,2023-10-01,Shopee Malaysia,"Tickets, Vouchers & Services",Paid Traffic,6794,44230.06,230.19,163.32,7,31,0.52,0.37,70.95
2023,10,2023-10-01,Shopee Vietnam,Others,Paid Traffic,16,1446.21,98.57,88.71,90,426,6.82,6.13,90
2023,9,2023-09-01,Shopee Singapore,Pets,Sub-Network,755,12871.03,430.42,301.6,17,80,3.34,2.34,70.07
2023,12,2023-12-01,Shopee Vietnam,Men Bags,Sub-Network,5387,30061.42,1231.31,1107.91,6,26,4.1,3.69,89.98
2023,12,2023-12-01,Shopee Philippines,Home Appliances,Paid Traffic,2673,27860.94,180.1,140.48,10,49,0.65,0.5,78
2023,12,2023-12-01,Shopee Philippines,Women Clothes,Content,1238,4101,77.32,63.33,3,16,1.89,1.54,81.91
2023,10,2023-10-01,Shopee Indonesia,Muslim Fashion,Comparison,70,418.31,9.26,6.49,6,28,2.21,1.55,70.09
2023,10,2023-10-01,Shopee Singapore,Mobile & Gadgets,Others,248,7315.45,123.52,86.4,29,139,1.69,1.18,69.95
2023,10,2023-10-01,Shopee Thailand,Fashion Accessories,Others,36,45.62,0.74,0.47,1,6,1.62,1.03,63.51
2023,9,2023-09-01,Shopee Taiwan,Cameras & Drones,Comparison,87,4199.36,15.25,10.67,48,227,0.36,0.25,69.97
2023,10,2023-10-01,Shopee Singapore,Mobile & Gadgets,Sub-Network,2849,78624.95,1915.11,1342.96,28,130,2.44,1.71,70.12
2023,11,2023-11-01,Shopee Malaysia,Gaming & Consoles,Rewards,135,2734.91,66.41,46.53,20,95,2.43,1.7,70.06
2023,9,2023-09-01,Shopee Vietnam,Mobile & Gadgets,Social,53,299.25,7.68,6.98,6,27,2.57,2.33,90.89
2023,12,2023-12-01,Shopee Singapore,Travel & Luggage,Content,171,1245.49,52.98,37.11,7,34,4.25,2.98,70.05
2023,9,2023-09-01,Shopee Taiwan,Fashion Accessories,Coupons,69,168.11,2.61,1.81,2,11,1.55,1.08,69.35
2023,10,2023-10-01,Shopee Thailand,Stationery,Social,275,358.77,7.9,5.42,1,6,2.2,1.51,68.61
2023,10,2023-10-01,Shopee Philippines,Computers & Accessories,Coupons,425,7976.07,77.83,62.17,19,88,0.98,0.78,79.88
2023,10,2023-10-01,Shopee Philippines,Home Appliances,Paid Traffic,1234,12447.18,251.34,192.72,10,48,2.02,1.55,76.68
2023,12,2023-12-01,Shopee Singapore,"Tickets, Vouchers & Services",Sub-Network,125,5063.96,3.21,2.26,41,191,0.06,0.04,70.4
2023,9,2023-09-01,Shopee Thailand,Home & Living,Rewards,25377,206350.7,5112.95,3578.57,8,38,2.48,1.73,69.99
2023,12,2023-12-01,Shopee Malaysia,Men Clothes,Content,832,4745.09,144.46,101.18,6,27,3.04,2.13,70.04
2023,10,2023-10-01,Shopee Indonesia,Automobiles,Sub-Network,7836,43914.82,1123.02,785.33,6,26,2.56,1.79,69.93
2023,11,2023-11-01,Shopee Malaysia,Sports & Outdoors,Social,4036,35425.85,1097.43,786.39,9,41,3.1,2.22,71.66
2023,12,2023-12-01,Shopee Philippines,Baby & Kids Fashion,Others,304,431.22,17.05,14.3,1,7,3.95,3.32,83.87
2023,9,2023-09-01,Shopee Malaysia,Audio,Paid Traffic,1304,20817.92,575.57,402.84,16,75,2.76,1.94,69.99
2023,12,2023-12-01,Shopee Thailand,Women Shoes,Content,276,2677.46,118.44,98.48,10,46,4.42,3.68,83.15
2023,9,2023-09-01,Shopee Thailand,Sports & Outdoors,Others,21,95.24,2.16,1.48,5,21,2.27,1.55,68.52
2023,11,2023-11-01,Shopee Indonesia,Motorcycles,Coupons,97,677.57,13.85,9.64,7,33,2.04,1.42,69.6
2023,9,2023-09-01,Shopee Malaysia,Men Bags,Sub-Network,475,4107.3,190.28,133.25,9,41,4.63,3.24,70.03
2023,10,2023-10-01,Shopee Malaysia,Men Bags,Coupons,58,616.02,29.09,20.36,11,50,4.72,3.31,69.99
2023,11,2023-11-01,Shopee Malaysia,Travel & Luggage,Others,45,120.43,5.78,4.04,3,13,4.8,3.35,69.9
2023,11,2023-11-01,Shopee Singapore,Home Appliances,Others,38,2334.89,109.08,76.4,61,289,4.67,3.27,70.04
2023,10,2023-10-01,Shopee Vietnam,Mobile & Gadgets,Sub-Network,88456,355788.94,6587.73,5930.23,4,19,1.85,1.67,90.02
2023,9,2023-09-01,Shopee Thailand,Cameras & Drones,Paid Traffic,361,10869.84,179.6,125.58,30,142,1.65,1.16,69.92
2023,11,2023-11-01,Shopee Philippines,Pets,Others,83,727.5,9.45,7.56,9,41,1.3,1.04,80
2023,11,2023-11-01,Shopee Taiwan,Motorcycles,Coupons,21,411.17,0.37,0.26,20,92,0.09,0.06,70.27
2023,9,2023-09-01,Shopee Indonesia,Men Bags,Rewards,177,1902.43,93.96,65.79,11,51,4.94,3.46,70.02
2023,12,2023-12-01,Shopee Thailand,Women Clothes,Others,129,579.13,11.84,8.24,4,21,2.04,1.42,69.59
2023,12,2023-12-01,Shopee Vietnam,Food & Beverage,Others,150,711.13,14.67,13.21,5,22,2.06,1.86,90.05
2023,9,2023-09-01,Shopee Vietnam,Mom & Baby,Others,107,592.36,7.42,6.73,6,26,1.25,1.14,90.7
2023,11,2023-11-01,Shopee Indonesia,Food & Beverage,Content,5733,18788.01,490.21,342.65,3,15,2.61,1.82,69.9
2023,10,2023-10-01,Shopee Vietnam,Home & Living,Comparison,3005,14520.49,247.91,223.3,5,23,1.71,1.54,90.07
2023,10,2023-10-01,Shopee Indonesia,Hobbies & Collections,Coupons,127,355.72,8.32,5.86,3,13,2.34,1.65,70.43
2023,10,2023-10-01,Shopee Taiwan,Automobiles,Paid Traffic,10117,113222.54,986.59,690.02,11,53,0.87,0.61,69.94
2023,12,2023-12-01,Shopee Indonesia,Automobiles,Coupons,51,240.25,5.58,3.91,5,22,2.32,1.63,70.07
2023,9,2023-09-01,Shopee Vietnam,Sports & Outdoors,Coupons,36,236.14,5.45,4.9,7,31,2.31,2.08,89.91
2023,10,2023-10-01,Shopee Indonesia,Women Shoes,Coupons,43,294.76,11.91,8.36,7,32,4.04,2.84,70.19
2023,11,2023-11-01,Shopee Philippines,Men Shoes,Content,155,1221.43,23.77,19.6,8,37,1.95,1.6,82.46
2023,11,2023-11-01,Shopee Taiwan,Sports & Outdoors,Paid Traffic,13148,173811.98,2529,1809.61,13,62,1.46,1.04,71.55
2023,9,2023-09-01,Shopee Singapore,Gaming & Consoles,Coupons,30,1183.7,25.54,17.88,39,186,2.16,1.51,70.01
2023,12,2023-12-01,Shopee Malaysia,Watches,Sub-Network,593,5260.77,222.75,155.87,9,42,4.23,2.96,69.98
2023,10,2023-10-01,Shopee Malaysia,Pets,Others,113,626.64,17.52,12.32,6,26,2.8,1.97,70.32
