year,month,month_conversion,shopee_region,english_product_category,partner_type,conversion_count,usd_sale_amount,usd_revenue,usd_payout,usd_avg_sale_per_conv,myr_avg_sale_per_conv,%_revenue_per_sale,%_payout_per_sale,%_payout_per_revenue
2024,6,2024-06-01,Shopee Thailand,Women Shoes,Others,60,317.33,4.11,2.92,5,25,1.3,0.92,71.05
2024,8,2024-08-01,Shopee Singapore,Pets,Social,14,250.6,9.41,6.57,18,84,3.75,2.62,69.82
2024,6,2024-06-01,Shopee Singapore,Audio,Comparison,8,434.15,10.24,7.17,54,256,2.36,1.65,70.02
2024,8,2024-08-01,Shopee Thailand,Baby & Kids Fashion,Social,45,188.05,4.69,3.26,4,20,2.49,1.73,69.51
2024,8,2024-08-01,Shopee Singapore,"Tickets, Vouchers & Services",Rewards,31,673.2,0,0,22,102,0,0,0
2024,5,2024-05-01,Shopee Indonesia,Mobile & Gadgets,Comparison,68,1640.22,17.68,12.31,24,114,1.08,0.75,69.63
2024,1,2024-01-01,Shopee Vietnam,Pets,Social,48,180.04,2.54,2.28,4,18,1.41,1.27,89.76
2024,4,2024-04-01,Shopee Vietnam,Watches,Others,36,115.73,1.12,1.01,3,15,0.97,0.87,90.18
2024,4,2024-04-01,Shopee Thailand,Gaming & Consoles,Sub-Network,57,1052.19,15.06,11.01,18,87,1.43,1.05,73.11
2024,4,2024-04-01,Shopee Thailand,Sports & Outdoors,Comparison,69,822.84,22.76,16.05,12,56,2.77,1.95,70.52
2024,7,2024-07-01,Shopee Indonesia,Cameras & Drones,Coupons,77,839.3,11.73,8.24,11,51,1.4,0.98,70.25
2024,6,2024-06-01,Shopee Singapore,Mom & Baby,Comparison,25,595.28,14.69,10.31,24,112,2.47,1.73,70.18
2024,3,2024-03-01,Shopee Philippines,Stationery,Others,46,99.03,1.45,1.19,2,10,1.46,1.2,82.07
2024,7,2024-07-01,Shopee Singapore,Men Bags,Sub-Network,66,1359.64,38.14,26.66,21,97,2.81,1.96,69.9
2024,1,2024-01-01,Shopee Malaysia,Watches,Others,15,63.35,1.77,1.23,4,20,2.79,1.94,69.49
2024,1,2024-01-01,Shopee Philippines,Books & Magazines,Others,7,57.48,0.66,0.51,8,39,1.15,0.89,77.27
2024,7,2024-07-01,Shopee Indonesia,Men Clothes,Comparison,46,275.86,6.03,4.25,6,28,2.19,1.54,70.48
2024,4,2024-04-01,Shopee Taiwan,Home Appliances,Rewards,9,46.89,0,0,5,25,0,0,0
2024,3,2024-03-01,Shopee Thailand,Men Bags,Others,17,76.22,0.99,0.7,4,21,1.3,0.92,70.71
2024,8,2024-08-01,Shopee Singapore,Mobile & Gadgets,Social,17,505.43,6.7,4.66,30,140,1.33,0.92,69.55
2024,6,2024-06-01,Shopee Singapore,Men Shoes,Coupons,24,594.4,9.59,6.71,25,117,1.61,1.13,69.97
2024,2,2024-02-01,Shopee Philippines,Watches,Sub-Network,203,1088.1,16.14,13.04,5,25,1.48,1.2,80.79
2024,8,2024-08-01,Shopee Vietnam,Home Appliances,Social,95,1974.09,42.33,38.09,21,98,2.14,1.93,89.98
2024,1,2024-01-01,Shopee Malaysia,Watches,Coupons,60,682.34,26.03,18.23,11,54,3.81,2.67,70.03
2024,7,2024-07-01,Shopee Malaysia,Men Shoes,Coupons,35,433.39,7.74,5.4,12,58,1.79,1.25,69.77
2024,7,2024-07-01,Shopee Malaysia,Motorcycles,Comparison,86,981.53,17.29,12.67,11,54,1.76,1.29,73.28
2024,1,2024-01-01,Shopee Vietnam,"Tickets, Vouchers & Services",Sub-Network,89,356.22,10.92,9.82,4,19,3.07,2.76,89.93
2024,2,2024-02-01,Shopee Thailand,Home Appliances,Social,162,4633.11,97.02,67.97,29,135,2.09,1.47,70.06
2024,6,2024-06-01,Shopee Malaysia,Audio,Others,112,1376.03,17.2,12.06,12,58,1.25,0.88,70.12
2024,5,2024-05-01,Shopee Indonesia,Sports & Outdoors,Rewards,154,1142.79,14.86,10.39,7,35,1.3,0.91,69.92
2024,3,2024-03-01,Shopee Philippines,Computers & Accessories,Content,239,4007.47,44.09,36.03,17,79,1.1,0.9,81.72
2024,6,2024-06-01,Shopee Philippines,Home Appliances,Content,311,4465.7,60.24,48.01,14,68,1.35,1.08,79.7
2024,7,2024-07-01,Shopee Vietnam,Automobiles,Content,31,149.4,3.02,2.69,5,23,2.02,1.8,89.07
2024,1,2024-01-01,Shopee Singapore,Hobbies & Collections,Content,166,2509.13,54.76,38.4,15,71,2.18,1.53,70.12
2024,4,2024-04-01,Shopee Vietnam,Cameras & Drones,Comparison,110,1143.01,33.85,30.51,10,49,2.96,2.67,90.13
2024,6,2024-06-01,Shopee Singapore,Motorcycles,Others,52,722.21,14.27,10.01,14,65,1.98,1.39,70.15
2024,2,2024-02-01,Shopee Indonesia,Women Clothes,Comparison,93,455.66,9.65,6.76,5,23,2.12,1.48,70.05
2024,2,2024-02-01,Shopee Singapore,Motorcycles,Others,9,82.05,2.81,1.96,9,43,3.42,2.39,69.75
2024,4,2024-04-01,Shopee Taiwan,Others,Content,95,6741.76,137.69,96.43,71,334,2.04,1.43,70.03
2024,5,2024-05-01,Shopee Thailand,Men Bags,Paid Traffic,143,796.91,11.38,7.81,6,26,1.43,0.98,68.63
2024,5,2024-05-01,Shopee Philippines,Muslim Fashion,Rewards,22,68.85,1.13,0.92,3,15,1.64,1.34,81.42
2024,6,2024-06-01,Shopee Vietnam,Sports & Outdoors,Content,58,237.81,4.97,4.48,4,19,2.09,1.88,90.14
2024,8,2024-08-01,Shopee Indonesia,Books & Magazines,Comparison,21,91.35,1.48,0.98,4,20,1.62,1.07,66.22
2024,7,2024-07-01,Shopee Taiwan,Beauty,Coupons,88,596.39,1.11,0.77,7,32,0.19,0.13,69.37
2024,4,2024-04-01,Shopee Singapore,"Tickets, Vouchers & Services",Others,20,231.42,0,0,12,54,0,0,0
2024,1,2024-01-01,Shopee Philippines,Women Bags,Comparison,11,115.82,1.32,1.08,11,50,1.14,0.93,81.82
2024,4,2024-04-01,Shopee Philippines,Watches,Others,5,51.8,0.83,0.67,10,49,1.6,1.29,80.72
2024,1,2024-01-01,Shopee Indonesia,Watches,Coupons,14,191.99,4.01,2.81,14,65,2.09,1.46,70.07
2024,3,2024-03-01,Shopee Philippines,"Tickets, Vouchers & Services",Others,13,188,0.93,0.74,14,68,0.49,0.39,79.57
2024,1,2024-01-01,Shopee Vietnam,Gaming & Consoles,Social,3,120.68,0.72,0.65,40,189,0.6,0.54,90.28
2024,7,2024-07-01,Shopee Vietnam,Motorcycles,Social,11,60.13,1.21,1.09,5,26,2.01,1.81,90.08
2024,1,2024-01-01,Shopee Vietnam,Home Appliances,Rewards,7,356.16,1.77,1.6,51,240,0.5,0.45,90.4
2024,8,2024-08-01,Shopee Philippines,Watches,Content,20,179.46,2.98,2.37,9,42,1.66,1.32,79.53
2024,5,2024-05-01,Shopee Vietnam,Women Bags,Social,2,4.86,0.14,0.12,2,11,2.88,2.47,85.71
2024,2,2024-02-01,Shopee Singapore,Mom & Baby,Social,3,42.36,1.52,1.07,14,67,3.59,2.53,70.39
2024,3,2024-03-01,Shopee Singapore,Others,Social,1,7.3,0.15,0.1,7,34,2.05,1.37,66.67
2024,1,2024-01-01,Shopee Singapore,Women Bags,Comparison,8,254.72,21.44,15,32,150,8.42,5.89,69.96
2024,5,2024-05-01,Shopee Indonesia,Women Shoes,Comparison,7,8.29,0.17,0.14,1,6,2.05,1.69,82.35
2024,2,2024-02-01,Shopee Indonesia,Gaming & Consoles,Comparison,5,23.06,0.54,0.38,5,22,2.34,1.65,70.37
2024,6,2024-06-01,Shopee Singapore,Hobbies & Collections,Rewards,5,46.23,0.91,0.66,9,44,1.97,1.43,72.53
2024,2,2024-02-01,Shopee Vietnam,Computers & Accessories,Content,6,75.25,0.38,0.35,13,59,0.5,0.47,92.11
2024,4,2024-04-01,Shopee Vietnam,Cameras & Drones,Content,2,76.99,0.56,0.51,38,181,0.73,0.66,91.07
2024,1,2024-01-01,Shopee Singapore,Muslim Fashion,Rewards,9,114.96,4.24,3.4,13,60,3.69,2.96,80.19
2024,8,2024-08-01,Shopee Thailand,Women Shoes,Coupons,4,21.6,0.29,0.2,5,25,1.34,0.93,68.97
2024,6,2024-06-01,Shopee Philippines,Men Bags,Comparison,2,18.77,1.87,1.5,9,44,9.96,7.99,80.21
2024,2,2024-02-01,Shopee Philippines,Gaming & Consoles,Comparison,6,335.92,8.35,6.67,56,264,2.49,1.99,79.88
2024,1,2024-01-01,Shopee Taiwan,Home Appliances,Rewards,2,5.18,0.05,0.03,3,12,0.97,0.58,60
2024,6,2024-06-01,Shopee Singapore,Gaming & Consoles,Content,8,489.56,4.24,2.95,61,288,0.87,0.6,69.58
2024,8,2024-08-01,Shopee Vietnam,"Tickets, Vouchers & Services",Comparison,1,0.48,0,0,0,2,0,0,0
2024,7,2024-07-01,Shopee Thailand,Gaming & Consoles,Comparison,2,48.34,1.01,0.72,24,114,2.09,1.49,71.29
2024,5,2024-05-01,Shopee Vietnam,Computers & Accessories,Social,4,28.95,0.92,0.83,7,34,3.18,2.87,90.22
2024,8,2024-08-01,Shopee Singapore,Men Bags,Rewards,3,41.65,0.83,0.6,14,65,1.99,1.44,72.29
2024,8,2024-08-01,Shopee Vietnam,Audio,Coupons,7,46.18,0.92,0.85,7,31,1.99,1.84,92.39
2024,2,2024-02-01,Shopee Thailand,Muslim Fashion,Sub-Network,7,43.94,2.94,2.07,6,30,6.69,4.71,70.41
2024,8,2024-08-01,Shopee Taiwan,Women Clothes,Content,537,3531.01,17.38,12.19,7,31,0.49,0.35,70.14
2024,4,2024-04-01,Shopee Singapore,Mom & Baby,Comparison,18,345.69,6.79,4.75,19,90,1.96,1.37,69.96
2024,4,2024-04-01,Shopee Taiwan,Mobile & Gadgets,Coupons,23,427.32,6.91,4.83,19,88,1.62,1.13,69.9
2024,2,2024-02-01,Shopee Vietnam,Home Appliances,Content,16,72.17,0.72,0.65,5,21,1,0.9,90.28
2024,8,2024-08-01,Shopee Singapore,Women Clothes,Social,29,213.18,4.57,3.24,7,35,2.14,1.52,70.9
2024,7,2024-07-01,Shopee Vietnam,Pets,Coupons,46,297.98,0,0,6,31,0,0,0
2024,3,2024-03-01,Shopee Vietnam,Women Bags,Content,4,28.78,0.14,0.13,7,34,0.49,0.45,92.86
2024,5,2024-05-01,Shopee Vietnam,Pets,Coupons,35,159.74,0,0,5,21,0,0,0
2024,5,2024-05-01,Shopee Vietnam,Food & Beverage,Social,31,157.67,4.72,4.2,5,24,2.99,2.66,88.98
2024,7,2024-07-01,Shopee Singapore,Stationery,Social,15,47.17,0.94,0.66,3,15,1.99,1.4,70.21
2024,5,2024-05-01,Shopee Singapore,Audio,Social,15,1411.56,13.55,9.51,94,443,0.96,0.67,70.18
2024,5,2024-05-01,Shopee Taiwan,Pets,Coupons,10,165.63,0.02,0.01,17,78,0.01,0.01,50
2024,1,2024-01-01,Shopee Vietnam,Mom & Baby,Coupons,89,347.42,8.12,7.26,4,18,2.34,2.09,89.41
2024,1,2024-01-01,Shopee Taiwan,Women Shoes,Others,67,778.34,3.84,2.68,12,55,0.49,0.34,69.79
2024,6,2024-06-01,Shopee Philippines,Women Shoes,Comparison,30,33.88,0.83,0.67,1,5,2.45,1.98,80.72
2024,5,2024-05-01,Shopee Thailand,Computers & Accessories,Coupons,54,1235.9,21.12,14.82,23,108,1.71,1.2,70.17
2024,8,2024-08-01,Shopee Thailand,Watches,Others,8,17.82,0.33,0.21,2,10,1.85,1.18,63.64
2024,6,2024-06-01,Shopee Singapore,Men Clothes,Comparison,17,223.92,3.36,2.36,13,62,1.5,1.05,70.24
2024,2,2024-02-01,Shopee Indonesia,Watches,Comparison,14,73.32,1.45,1.05,5,25,1.98,1.43,72.41
2024,8,2024-08-01,Shopee Philippines,Baby & Kids Fashion,Comparison,30,73.34,1.96,1.62,2,12,2.67,2.21,82.65
2024,6,2024-06-01,Shopee Indonesia,Cameras & Drones,Others,53,2337.38,13.81,9.67,44,208,0.59,0.41,70.02
2024,5,2024-05-01,Shopee Vietnam,Stationery,Social,18,31.26,1.07,0.96,2,8,3.42,3.07,89.72
2024,1,2024-01-01,Shopee Thailand,Hobbies & Collections,Comparison,23,591.26,9.02,6.3,26,121,1.53,1.07,69.84
2024,1,2024-01-01,Shopee Vietnam,Cameras & Drones,Content,5,61.61,0.32,0.28,12,58,0.52,0.45,87.5
2024,7,2024-07-01,Shopee Malaysia,Watches,Comparison,36,543.95,10.07,7.58,15,71,1.85,1.39,75.27
2024,1,2024-01-01,Shopee Singapore,Home Appliances,Comparison,31,2155.57,91.22,63.87,70,328,4.23,2.96,70.02
2024,4,2024-04-01,Shopee Thailand,"Tickets, Vouchers & Services",Coupons,26,2371.52,0.9,0.63,91,430,0.04,0.03,70
2024,7,2024-07-01,Shopee Singapore,Women Clothes,Comparison,11,35.35,1.23,0.89,3,15,3.48,2.52,72.36
2024,5,2024-05-01,Shopee Malaysia,Men Bags,Comparison,41,409.11,11.57,8.71,10,47,2.83,2.13,75.28
2024,2,2024-02-01,Shopee Thailand,Travel & Luggage,Others,13,119.35,6.85,4.79,9,43,5.74,4.01,69.93
2024,7,2024-07-01,Shopee Vietnam,Automobiles,Social,5,36.9,0.73,0.66,7,35,1.98,1.79,90.41
2024,4,2024-04-01,Shopee Philippines,Men Shoes,Coupons,180,1092.72,17.08,13.63,6,29,1.56,1.25,79.8
2024,5,2024-05-01,Shopee Philippines,Computers & Accessories,Rewards,841,20606.04,110.33,88.4,25,115,0.54,0.43,80.12
2024,4,2024-04-01,Shopee Malaysia,Pets,Comparison,269,1612.77,54.09,40.75,6,28,3.35,2.53,75.34
2024,5,2024-05-01,Shopee Indonesia,Beauty,Comparison,106,569.36,27.96,19.61,5,25,4.91,3.44,70.14
2024,2,2024-02-01,Shopee Thailand,Computers & Accessories,Others,43,2617.17,19.56,13.72,61,287,0.75,0.52,70.14
2024,4,2024-04-01,Shopee Malaysia,Watches,Content,120,1274.58,33.27,23.37,11,50,2.61,1.83,70.24
2024,2,2024-02-01,Shopee Singapore,Books & Magazines,Content,25,311.24,7.22,5.1,12,59,2.32,1.64,70.64
2024,1,2024-01-01,Shopee Singapore,Beauty,Others,118,1887.14,90.83,63.57,16,75,4.81,3.37,69.99
2024,1,2024-01-01,Shopee Indonesia,Home Appliances,Rewards,1256,30208.54,219.79,153.66,24,113,0.73,0.51,69.91
2024,8,2024-08-01,Shopee Malaysia,Automobiles,Comparison,237,2414.98,51.64,38.37,10,48,2.14,1.59,74.3
2024,4,2024-04-01,Shopee Vietnam,Gaming & Consoles,Others,37,140.07,1.24,1.14,4,18,0.89,0.81,91.94
2024,6,2024-06-01,Shopee Philippines,Hobbies & Collections,Comparison,83,732.13,7,5.75,9,42,0.96,0.79,82.14
2024,7,2024-07-01,Shopee Vietnam,Mobile & Gadgets,Content,240,878.69,13.7,12.36,4,17,1.56,1.41,90.22
2024,2,2024-02-01,Shopee Indonesia,Baby & Kids Fashion,Others,306,985.05,18.65,13.07,3,15,1.89,1.33,70.08
2024,8,2024-08-01,Shopee Singapore,Women Shoes,Paid Traffic,280,2250.69,44.07,30.84,8,38,1.96,1.37,69.98
2024,6,2024-06-01,Shopee Malaysia,Cameras & Drones,Social,218,8609.67,151.53,107.01,39,186,1.76,1.24,70.62
2024,3,2024-03-01,Shopee Singapore,Men Clothes,Content,133,1075.4,21.55,15.15,8,38,2,1.41,70.3
2024,1,2024-01-01,Shopee Thailand,"Tickets, Vouchers & Services",Others,36,3708.62,21.53,15.02,103,485,0.58,0.41,69.76
2024,4,2024-04-01,Shopee Vietnam,Women Bags,Coupons,4,47.65,0.28,0.25,12,56,0.59,0.52,89.29
2024,6,2024-06-01,Shopee Philippines,Gaming & Consoles,Sub-Network,221,1843.76,12.62,10.07,8,39,0.68,0.55,79.79
2024,4,2024-04-01,Shopee Singapore,Mobile & Gadgets,Social,31,1739.61,10.72,7.52,56,264,0.62,0.43,70.15
2024,1,2024-01-01,Shopee Indonesia,Books & Magazines,Coupons,90,213.12,4.36,3.06,2,11,2.05,1.44,70.18
2024,5,2024-05-01,Shopee Thailand,Fashion Accessories,Coupons,308,974.37,13.39,9.29,3,15,1.37,0.95,69.38
2024,3,2024-03-01,Shopee Philippines,Cameras & Drones,Sub-Network,281,3688.94,22.59,18.2,13,62,0.61,0.49,80.57
2024,5,2024-05-01,Shopee Singapore,Stationery,Rewards,121,990.59,21,16.5,8,39,2.12,1.67,78.57
2024,2,2024-02-01,Shopee Singapore,Automobiles,Rewards,109,1887.94,43.3,34.66,17,82,2.29,1.84,80.05
2024,3,2024-03-01,Shopee Singapore,Health,Coupons,213,5538.4,116.45,81.66,26,122,2.1,1.47,70.12
2024,5,2024-05-01,Shopee Singapore,Pets,Coupons,145,3119.53,54.28,38.03,22,101,1.74,1.22,70.06
2024,2,2024-02-01,Shopee Vietnam,"Tickets, Vouchers & Services",Sub-Network,126,1926.8,21.79,19.69,15,72,1.13,1.02,90.36
2024,2,2024-02-01,Shopee Singapore,Men Bags,Paid Traffic,236,3469.81,191.47,131.48,15,69,5.52,3.79,68.67
2024,3,2024-03-01,Shopee Malaysia,Audio,Coupons,75,608.9,10.86,7.63,8,38,1.78,1.25,70.26
2024,4,2024-04-01,Shopee Thailand,Computers & Accessories,Comparison,53,1176.25,27.49,19.21,22,105,2.34,1.63,69.88
2024,5,2024-05-01,Shopee Singapore,Books & Magazines,Sub-Network,103,1010.53,20.19,14.4,10,46,2,1.42,71.32
2024,8,2024-08-01,Shopee Indonesia,Women Shoes,Paid Traffic,9832,53722.72,1049.5,721.51,5,26,1.95,1.34,68.75
2024,6,2024-06-01,Shopee Thailand,Stationery,Sub-Network,1349,3989.16,53.44,38.91,3,14,1.34,0.98,72.81
2024,4,2024-04-01,Shopee Taiwan,Men Clothes,Others,554,4817.41,21.03,14.65,9,41,0.44,0.3,69.66
2024,3,2024-03-01,Shopee Philippines,Health,Comparison,38,132.88,3.67,2.89,3,16,2.76,2.17,78.75
2024,2,2024-02-01,Shopee Malaysia,Hobbies & Collections,Coupons,237,1109.17,40.92,28.71,5,22,3.69,2.59,70.16
2024,4,2024-04-01,Shopee Philippines,Food & Beverage,Content,158,1102.66,15.57,12.57,7,33,1.41,1.14,80.73
2024,4,2024-04-01,Shopee Indonesia,Baby & Kids Fashion,Rewards,1724,7768.84,89.29,63.04,5,21,1.15,0.81,70.6
2024,2,2024-02-01,Shopee Taiwan,Books & Magazines,Comparison,597,5006.16,19.36,13.59,8,39,0.39,0.27,70.2
2024,7,2024-07-01,Shopee Indonesia,Sports & Outdoors,Paid Traffic,27855,196115.06,3397.33,2202.54,7,33,1.73,1.12,64.83
2024,1,2024-01-01,Shopee Philippines,Mobile & Gadgets,Coupons,1598,9502.91,56.59,45.26,6,28,0.6,0.48,79.98
2024,3,2024-03-01,Shopee Malaysia,Men Bags,Social,307,2471.2,84.01,59.75,8,38,3.4,2.42,71.12
2024,1,2024-01-01,Shopee Vietnam,Mom & Baby,Comparison,871,6140.98,93.83,84.53,7,33,1.53,1.38,90.09
2024,6,2024-06-01,Shopee Thailand,Watches,Social,22,2265.07,43.65,30.56,103,485,1.93,1.35,70.01
2024,1,2024-01-01,Shopee Malaysia,Fashion Accessories,Comparison,342,2218.06,74.44,55.35,6,31,3.36,2.5,74.36
2024,4,2024-04-01,Shopee Malaysia,Food & Beverage,Coupons,380,2733.89,61.66,43.27,7,34,2.26,1.58,70.18
2024,5,2024-05-01,Shopee Singapore,Pets,Paid Traffic,710,10449.51,194.79,131.85,15,69,1.86,1.26,67.69
2024,6,2024-06-01,Shopee Singapore,Fashion Accessories,Sub-Network,659,2765.66,35.96,25.45,4,20,1.3,0.92,70.77
2024,6,2024-06-01,Shopee Thailand,Health,Paid Traffic,3627,35700.42,744.74,515.81,10,46,2.09,1.44,69.26
2024,3,2024-03-01,Shopee Vietnam,Women Shoes,Others,121,422.22,15.2,13.66,3,16,3.6,3.24,89.87
2024,7,2024-07-01,Shopee Taiwan,Fashion Accessories,Others,1185,5824.12,5.25,3.67,5,23,0.09,0.06,69.9
2024,4,2024-04-01,Shopee Thailand,Food & Beverage,Others,271,1424.86,30.88,21.56,5,25,2.17,1.51,69.82
2024,7,2024-07-01,Shopee Philippines,Men Clothes,Paid Traffic,5493,20312.73,321.38,240.86,4,17,1.58,1.19,74.95
2024,7,2024-07-01,Shopee Vietnam,Mobile & Gadgets,Social,39,85.55,1.7,1.58,2,10,1.99,1.85,92.94
2024,8,2024-08-01,Shopee Vietnam,Men Bags,Others,1811,9382,187.29,168.11,5,24,2,1.79,89.76
2024,4,2024-04-01,Shopee Singapore,Men Bags,Others,31,362.93,7.75,5.41,12,55,2.14,1.49,69.81
2024,1,2024-01-01,Shopee Indonesia,Travel & Luggage,Coupons,23,72.72,1.5,1.03,3,15,2.06,1.42,68.67
2024,3,2024-03-01,Shopee Indonesia,Health,Others,722,4290.78,89.22,62.25,6,28,2.08,1.45,69.77
2024,2,2024-02-01,Shopee Indonesia,Men Bags,Coupons,18,91.72,1.83,1.27,5,24,2,1.38,69.4
2024,4,2024-04-01,Shopee Taiwan,Health,Sub-Network,17868,254749.76,1228.73,871.35,14,67,0.48,0.34,70.91
2024,5,2024-05-01,Shopee Singapore,Stationery,Content,198,1517.59,28.59,20.09,8,36,1.88,1.32,70.27
2024,7,2024-07-01,Shopee Singapore,Watches,Others,29,128.13,2.53,1.79,4,21,1.97,1.4,70.75
2024,7,2024-07-01,Shopee Singapore,Gaming & Consoles,Sub-Network,89,6199,32.5,22.77,70,328,0.52,0.37,70.06
2024,1,2024-01-01,Shopee Singapore,Audio,Coupons,145,4359.92,80.39,56.39,30,142,1.84,1.29,70.15
2024,7,2024-07-01,Shopee Philippines,Computers & Accessories,Coupons,257,3828.62,25.22,20.12,15,70,0.66,0.53,79.78
2024,2,2024-02-01,Shopee Singapore,Gaming & Consoles,Rewards,42,2247.28,42.33,33.67,54,252,1.88,1.5,79.54
2024,3,2024-03-01,Shopee Singapore,Home & Living,Social,116,1687.09,28.74,20.11,15,69,1.7,1.19,69.97
2024,7,2024-07-01,Shopee Thailand,Stationery,Social,141,274.21,5.23,3.57,2,9,1.91,1.3,68.26
2024,4,2024-04-01,Shopee Indonesia,Men Bags,Others,155,782.05,15.64,10.91,5,24,2,1.4,69.76
2024,4,2024-04-01,Shopee Singapore,Cameras & Drones,Comparison,6,1022.05,2.99,2.1,170,802,0.29,0.21,70.23
2024,7,2024-07-01,Shopee Singapore,Motorcycles,Content,23,246.6,2.93,2.06,11,50,1.19,0.84,70.31
2024,8,2024-08-01,Shopee Malaysia,Audio,Others,57,1039.82,24.46,17.17,18,86,2.35,1.65,70.2
2024,3,2024-03-01,Shopee Indonesia,Women Bags,Comparison,33,165.25,4.15,2.9,5,24,2.51,1.75,69.88
2024,2,2024-02-01,Shopee Taiwan,Women Bags,Coupons,3,113.85,0,0,38,179,0,0,0
2024,5,2024-05-01,Shopee Vietnam,Automobiles,Comparison,359,2419.57,62.55,56.3,7,32,2.59,2.33,90.01
2024,7,2024-07-01,Shopee Indonesia,Men Bags,Rewards,16,144.45,2.82,1.98,9,43,1.95,1.37,70.21
2024,6,2024-06-01,Shopee Philippines,Muslim Fashion,Social,62,186.84,3.09,2.45,3,14,1.65,1.31,79.29
2024,2,2024-02-01,Shopee Singapore,Travel & Luggage,Rewards,92,1036.93,43.95,33.29,11,53,4.24,3.21,75.75
2024,7,2024-07-01,Shopee Singapore,Watches,Sub-Network,76,1542.15,17.47,12.19,20,96,1.13,0.79,69.78
2024,2,2024-02-01,Shopee Taiwan,Women Bags,Others,86,1380.52,11.25,7.84,16,76,0.81,0.57,69.69
2024,8,2024-08-01,Shopee Indonesia,Audio,Rewards,48,353.96,5.29,3.71,7,35,1.49,1.05,70.13
2024,3,2024-03-01,Shopee Thailand,Cameras & Drones,Social,41,984.01,13.82,9.72,24,113,1.4,0.99,70.33
2024,5,2024-05-01,Shopee Singapore,Mobile & Gadgets,Comparison,57,1509.48,29.86,20.89,26,125,1.98,1.38,69.96
2024,5,2024-05-01,Shopee Thailand,Pets,Comparison,43,292.65,5.34,3.69,7,32,1.82,1.26,69.1
2024,3,2024-03-01,Shopee Taiwan,Beauty,Rewards,7,10.99,0,0,2,7,0,0,0
2024,6,2024-06-01,Shopee Thailand,"Tickets, Vouchers & Services",Others,76,3247.59,32.82,22.94,43,201,1.01,0.71,69.9
2024,7,2024-07-01,Shopee Singapore,Computers & Accessories,Rewards,12,426.13,2.67,1.88,36,167,0.63,0.44,70.41
2024,1,2024-01-01,Shopee Taiwan,Watches,Content,53,830.81,6.59,4.62,16,74,0.79,0.56,70.11
2024,4,2024-04-01,Shopee Vietnam,Automobiles,Content,18,155.51,1.11,0.98,9,41,0.71,0.63,88.29
2024,7,2024-07-01,Shopee Singapore,Gaming & Consoles,Rewards,5,232.86,0,0,47,219,0,0,0
2024,8,2024-08-01,Shopee Singapore,Beauty,Social,22,283.78,5.63,3.93,13,61,1.98,1.38,69.8
2024,1,2024-01-01,Shopee Indonesia,Fashion Accessories,Coupons,248,490.85,9.27,6.51,2,9,1.89,1.33,70.23
2024,3,2024-03-01,Shopee Thailand,Fashion Accessories,Others,202,294.85,4.06,2.75,1,7,1.38,0.93,67.73
2024,5,2024-05-01,Shopee Thailand,Gaming & Consoles,Sub-Network,62,1074.68,17.75,13.44,17,82,1.65,1.25,75.72
2024,7,2024-07-01,Shopee Philippines,Cameras & Drones,Rewards,336,8524.78,39.93,32.18,25,119,0.47,0.38,80.59
2024,7,2024-07-01,Shopee Indonesia,Men Shoes,Coupons,156,1041.09,20.92,14.72,7,31,2.01,1.41,70.36
2024,7,2024-07-01,Shopee Thailand,Beauty,Comparison,132,1273.32,31.23,21.81,10,45,2.45,1.71,69.84
2024,1,2024-01-01,Shopee Singapore,Watches,Content,54,467.12,10.79,7.54,9,41,2.31,1.61,69.88
2024,3,2024-03-01,Shopee Thailand,Mom & Baby,Comparison,57,495.18,17.82,12.48,9,41,3.6,2.52,70.03
2024,2,2024-02-01,Shopee Philippines,Home Appliances,Others,18,253.01,5.27,4.23,14,66,2.08,1.67,80.27
2024,7,2024-07-01,Shopee Vietnam,"Tickets, Vouchers & Services",Paid Traffic,19,76.24,0,0,4,19,0,0,0
2024,4,2024-04-01,Shopee Thailand,Mom & Baby,Comparison,44,304.82,14.21,9.94,7,33,4.66,3.26,69.95
2024,2,2024-02-01,Shopee Taiwan,Watches,Comparison,56,2959.88,11.69,8.19,53,249,0.39,0.28,70.06
2024,6,2024-06-01,Shopee Singapore,Travel & Luggage,Comparison,8,40.22,0.8,0.55,5,24,1.99,1.37,68.75
2024,4,2024-04-01,Shopee Thailand,Women Shoes,Others,65,170,2.56,1.81,3,12,1.51,1.06,70.7
2024,5,2024-05-01,Shopee Vietnam,Hobbies & Collections,Coupons,31,142.61,3.79,3.37,5,22,2.66,2.36,88.92
2024,3,2024-03-01,Shopee Philippines,Men Shoes,Coupons,188,1036.98,17.08,13.61,6,26,1.65,1.31,79.68
2024,6,2024-06-01,Shopee Philippines,Audio,Coupons,220,1475.82,10.6,8.48,7,32,0.72,0.57,80
2024,7,2024-07-01,Shopee Thailand,Pets,Coupons,46,231,3.91,2.67,5,24,1.69,1.16,68.29
2024,8,2024-08-01,Shopee Thailand,Men Bags,Sub-Network,104,1299.61,18.78,13.86,12,59,1.45,1.07,73.8
2024,3,2024-03-01,Shopee Singapore,Pets,Others,65,1299.55,22.99,16.09,20,94,1.77,1.24,69.99
2024,8,2024-08-01,Shopee Thailand,Women Bags,Comparison,56,493.61,35.63,24.95,9,42,7.22,5.05,70.03
